"Dawnbringer Charioteers","Dawnbringer Charioteers"
"Scourge of Fleets","Scourge of Fleets"
"Doomwake Giant","Doomwake Giant"
"Spawn of Thraxes","Spawn of Thraxes"
"Heroes' Bane","Heroes' Bane"
"Resolute Archangel","Resolute Archangel"
"Mercurial Pretender","Mercurial Pretender"
"Indulgent Tormentor","Indulgent Tormentor"
"Siege Dragon","Siege Dragon"
"Phytotitan","Phytotitan"
"Abzan Ascendancy","Abzan Ascendancy"
"Anafenza, the Foremost","Anafenza, the Foremost"
"Bloodsoaked Champion","Bloodsoaked Champion"
"Butcher of the Horde","Butcher of the Horde"
"Crackling Doom","Crackling Doom"
"Crater's Claws","Crater's Claws"
"Deflecting Palm","Deflecting Palm"
"Dig Through Time","Dig Through Time"
"Dragon-Style Twins","Dragon-Style Twins"
"Duneblast","Duneblast"
"Flying Crane Technique","Flying Crane Technique"
"Grim Haruspex","Grim Haruspex"
"Hardened Scales","Hardened Scales"
"Herald of Anafenza","Herald of Anafenza"
"High Sentinels of Arashin","High Sentinels of Arashin"
"Icy Blast","Icy Blast"
"Jeering Instigator","Jeering Instigator"
"Jeskai Ascendancy","Jeskai Ascendancy"
"Kheru Lich Lord","Kheru Lich Lord"
"Mardu Ascendancy","Mardu Ascendancy"
"Master of Pearls","Master of Pearls"
"Narset, Enlightened Master","Narset, Enlightened Master"
"Necropolis Fiend","Necropolis Fiend"
"Sidisi, Brood Tyrant","Sidisi, Brood Tyrant"
"Sultai Ascendancy","Sultai Ascendancy"
"Surrak Dragonclaw","Surrak Dragonclaw"
"Temur Ascendancy","Temur Ascendancy"
"Thousand Winds","Thousand Winds"
"Trail of Mystery","Trail of Mystery"
"Trap Essence","Trap Essence"
"Utter End","Utter End"
"Villainous Wealth","Villainous Wealth"
"Zurgo Helmsmasher","Zurgo Helmsmasher"
"Alesha, Who Smiles at Death","Alesha, Who Smiles at Death"
"Arcbond","Arcbond"
"Atarka, World Render","Atarka, World Render"
"Brutal Hordechief","Brutal Hordechief"
"Daghatar the Adamant","Daghatar the Adamant"
"Flamewake Phoenix","Flamewake Phoenix"
"Jeskai Infiltrator","Jeskai Infiltrator"
"Kolaghan, the Storm's Fury","Kolaghan, the Storm's Fury"
"Mardu Strike Leader","Mardu Strike Leader"
"Mastery of the Unseen","Mastery of the Unseen"
"Ojutai, Soul of Winter","Ojutai, Soul of Winter"
"Rally the Ancestors","Rally the Ancestors"
"Sandsteppe Mastodon","Sandsteppe Mastodon"
"Shaman of the Great Hunt","Shaman of the Great Hunt"
"Shu Yun, the Silent Tempest","Shu Yun, the Silent Tempest"
"Silumgar, the Drifting Death","Silumgar, the Drifting Death"
"Soulfire Grand Master","Soulfire Grand Master"
"Soulflayer","Soulflayer"
"Supplant Form","Supplant Form"
"Tasigur, the Golden Fang","Tasigur, the Golden Fang"
"Torrent Elemental","Torrent Elemental"
"Warden of the First Tree","Warden of the First Tree"
"Wildcall","Wildcall"
"Yasova Dragonclaw","Yasova Dragonclaw"
"Anafenza, Kin-Tree Spirit","Anafenza, Kin-Tree Spirit"
"Arashin Foremost","Arashin Foremost"
"Atarka's Command","Atarka's Command"
"Avatar of the Resolute","Avatar of the Resolute"
"Blessed Reincarnation","Blessed Reincarnation"
"Blood-Chin Fanatic","Blood-Chin Fanatic"
"Crater Elemental","Crater Elemental"
"Damnable Pact","Damnable Pact"
"Deathbringer Regent","Deathbringer Regent"
"Den Protector","Den Protector"
"Dragonlord Atarka","Dragonlord Atarka"
"Dragonlord Dromoka","Dragonlord Dromoka"
"Dragonlord Kolaghan","Dragonlord Kolaghan"
"Dragonlord Ojutai","Dragonlord Ojutai"
"Dragonlord Silumgar","Dragonlord Silumgar"
"Dromoka's Command","Dromoka's Command"
"Hidden Dragonslayer","Hidden Dragonslayer"
"Icefall Regent","Icefall Regent"
"Ire Shaman","Ire Shaman"
"Kolaghan's Command","Kolaghan's Command"
"Living Lore","Living Lore"
"Myth Realized","Myth Realized"
"Pitiless Horde","Pitiless Horde"
"Profaner of the Dead","Profaner of the Dead"
"Sidisi, Undead Vizier","Sidisi, Undead Vizier"
"Silumgar Assassin","Silumgar Assassin"
"Silumgar's Command","Silumgar's Command"
"Stratus Dancer","Stratus Dancer"
"Sunscorch Regent","Sunscorch Regent"
"Surrak, the Hunt Caller","Surrak, the Hunt Caller"
"Thunderbreak Regent","Thunderbreak Regent"
"Volcanic Vision","Volcanic Vision"
"Zurgo Bellstriker","Zurgo Bellstriker"
"Abbot of Keral Keep","Abbot of Keral Keep"
"Chandra's Ignition","Chandra's Ignition"
"Chandra, Fire of Kaladesh","Chandra, Fire of Kaladesh"
"Dark Petition","Dark Petition"
"Despoiler of Souls","Despoiler of Souls"
"Embermaw Hellion","Embermaw Hellion"
"Evolutionary Leap","Evolutionary Leap"
"Exquisite Firecraft","Exquisite Firecraft"
"Gaea's Revenge","Gaea's Revenge"
"Gideon's Phalanx","Gideon's Phalanx"
"Gilt-Leaf Winnower","Gilt-Leaf Winnower"
"Goblin Piledriver","Goblin Piledriver"
"Graveblade Marauder","Graveblade Marauder"
"Harbinger of the Tides","Harbinger of the Tides"
"Jace, Vryn's Prodigy","Jace, Vryn's Prodigy"
"Knight of the White Orchid","Knight of the White Orchid"
"Kytheon's Irregulars","Kytheon's Irregulars"
"Kytheon, Hero of Akros","Kytheon, Hero of Akros"
"Languish","Languish"
"Liliana, Heretical Healer","Liliana, Heretical Healer"
"Managorger Hydra","Managorger Hydra"
"Mizzium Meddler","Mizzium Meddler"
"Nissa's Revelation","Nissa's Revelation"
"Nissa, Vastwood Seer","Nissa, Vastwood Seer"
"Outland Colossus","Outland Colossus"
"Priest of the Blood Rite","Priest of the Blood Rite"
"Scab-Clan Berserker","Scab-Clan Berserker"
"Soulblade Djinn","Soulblade Djinn"
"Talent of the Telepath","Talent of the Telepath"
"Thopter Spy Network","Thopter Spy Network"
"Tragic Arrogance","Tragic Arrogance"
"Vryn Wingmare","Vryn Wingmare"
"Willbreaker","Willbreaker"
"Akoum Firebird","Akoum Firebird"
"Akoum Hellkite","Akoum Hellkite"
"Aligned Hedron Network","Aligned Hedron Network"
"Ally Encampment","Ally Encampment"
"Angelic Captain","Angelic Captain"
"Beastcaller Savant","Beastcaller Savant"
"Blight Herder","Blight Herder"
"Bring to Light","Bring to Light"
"Brood Butcher","Brood Butcher"
"Brutal Expulsion","Brutal Expulsion"
"Canopy Vista","Canopy Vista"
"Cinder Glade","Cinder Glade"
"Conduit of Ruin","Conduit of Ruin"
"Desolation Twin","Desolation Twin"
"Dragonmaster Outcast","Dragonmaster Outcast"
"Drana, Liberator of Malakir","Drana, Liberator of Malakir"
"Dust Stalker","Dust Stalker"
"Emeria Shepherd","Emeria Shepherd"
"Endless One","Endless One"
"Exert Influence","Exert Influence"
"Fathom Feeder","Fathom Feeder"
"Felidar Sovereign","Felidar Sovereign"
"From Beyond","From Beyond"
"Gideon, Ally of Zendikar","Gideon, Ally of Zendikar"
"Greenwarden of Murasa","Greenwarden of Murasa"
"Gruesome Slaughter","Gruesome Slaughter"
"Guardian of Tazeem","Guardian of Tazeem"
"Guul Draz Overseer","Guul Draz Overseer"
"Kiora, Master of the Depths","Kiora, Master of the Depths"
"Lantern Scout","Lantern Scout"
"Lumbering Falls","Lumbering Falls"
"March from the Tomb","March from the Tomb"
"Munda, Ambush Leader","Munda, Ambush Leader"
"Nissa's Renewal","Nissa's Renewal"
"Noyan Dar, Roil Shaper","Noyan Dar, Roil Shaper"
"Ob Nixilis Reignited","Ob Nixilis Reignited"
"Oblivion Sower","Oblivion Sower"
"Omnath, Locus of Rage","Omnath, Locus of Rage"
"Painful Truths","Painful Truths"
"Part the Waterveil","Part the Waterveil"
"Planar Outburst","Planar Outburst"
"Prairie Stream","Prairie Stream"
"Prism Array","Prism Array"
"Quarantine Field","Quarantine Field"
"Radiant Flames","Radiant Flames"
"Sanctum of Ugin","Sanctum of Ugin"
"Scatter to the Winds","Scatter to the Winds"
"Serpentine Spike","Serpentine Spike"
"Shambling Vent","Shambling Vent"
"Shrine of the Forsaken Gods","Shrine of the Forsaken Gods"
"Sire of Stagnation","Sire of Stagnation"
"Smoldering Marsh","Smoldering Marsh"
"Smothering Abomination","Smothering Abomination"
"Sunken Hollow","Sunken Hollow"
"Ugin's Insight","Ugin's Insight"
"Ulamog, the Ceaseless Hunger","Ulamog, the Ceaseless Hunger"
"Undergrowth Champion","Undergrowth Champion"
"Veteran Warleader","Veteran Warleader"
"Void Winnower","Void Winnower"
"Wasteland Strangler","Wasteland Strangler"
"Woodland Wanderer","Woodland Wanderer"
"Zada, Hedron Grinder","Zada, Hedron Grinder"
"Abandon Hope","Abandon Hope"
"Advance Scout","Advance Scout"
"Aftershock","Aftershock"
"Altar of Dementia","Altar of Dementia"
"Aluren","Aluren"
"Ancient Runes","Ancient Runes"
"Ancient Tomb","Ancient Tomb"
"Angelic Protector","Angelic Protector"
"Anoint","Anoint"
"Apes of Rath","Apes of Rath"
"Apocalypse","Apocalypse"
"Armor Sliver","Armor Sliver"
"Auratog","Auratog"
"Avenging Angel","Avenging Angel"
"Barbed Sliver","Barbed Sliver"
"Bayou Dragonfly","Bayou Dragonfly"
"Bellowing Fiend","Bellowing Fiend"
"Benthic Behemoth","Benthic Behemoth"
"Blood Frenzy","Blood Frenzy"
"Blood Pet","Blood Pet"
"Boil","Boil"
"Booby Trap","Booby Trap"
"Bottle Gnomes","Bottle Gnomes"
"Bounty Hunter","Bounty Hunter"
"Broken Fall","Broken Fall"
"Caldera Lake","Caldera Lake"
"Canopy Spider","Canopy Spider"
"Canyon Drake","Canyon Drake"
"Canyon Wildcat","Canyon Wildcat"
"Capsize","Capsize"
"Carrionette","Carrionette"
"Chaotic Goo","Chaotic Goo"
"Choke","Choke"
"Cinder Marsh","Cinder Marsh"
"Circle of Protection: Shadow","Circle of Protection: Shadow"
"Clergy en-Vec","Clergy en-Vec"
"Clot Sliver","Clot Sliver"
"Cloudchaser Eagle","Cloudchaser Eagle"
"Coffin Queen","Coffin Queen"
"Coiled Tinviper","Coiled Tinviper"
"Cold Storage","Cold Storage"
"Commander Greven il-Vec","Commander Greven il-Vec"
"Corpse Dance","Corpse Dance"
"Crazed Armodon","Crazed Armodon"
"Crown of Flames","Crown of Flames"
"Cursed Scroll","Cursed Scroll"
"Darkling Stalker","Darkling Stalker"
"Dauthi Embrace","Dauthi Embrace"
"Dauthi Ghoul","Dauthi Ghoul"
"Dauthi Horror","Dauthi Horror"
"Dauthi Marauder","Dauthi Marauder"
"Dauthi Mercenary","Dauthi Mercenary"
"Dauthi Mindripper","Dauthi Mindripper"
"Deadshot","Deadshot"
"Death Pits of Rath","Death Pits of Rath"
"Disturbed Burial","Disturbed Burial"
"Dracoplasm","Dracoplasm"
"Dread of Night","Dread of Night"
"Dregs of Sorrow","Dregs of Sorrow"
"Duplicity","Duplicity"
"Earthcraft","Earthcraft"
"Echo Chamber","Echo Chamber"
"Eladamri, Lord of Leaves","Eladamri, Lord of Leaves"
"Eladamri's Vineyard","Eladamri's Vineyard"
"Elite Javelineer","Elite Javelineer"
"Elven Warhounds","Elven Warhounds"
"Elvish Fury","Elvish Fury"
"Emerald Medallion","Emerald Medallion"
"Emmessi Tome","Emmessi Tome"
"Endless Scream","Endless Scream"
"Energizer","Energizer"
"Enraging Licid","Enraging Licid"
"Ertai's Meddling","Ertai's Meddling"
"Escaped Shapeshifter","Escaped Shapeshifter"
"Essence Bottle","Essence Bottle"
"Evincar's Justice","Evincar's Justice"
"Excavator","Excavator"
"Extinction","Extinction"
"Fevered Convulsions","Fevered Convulsions"
"Field of Souls","Field of Souls"
"Fighting Drake","Fighting Drake"
"Firefly","Firefly"
"Fireslinger","Fireslinger"
"Flailing Drake","Flailing Drake"
"Flickering Ward","Flickering Ward"
"Flowstone Giant","Flowstone Giant"
"Flowstone Salamander","Flowstone Salamander"
"Flowstone Sculpture","Flowstone Sculpture"
"Flowstone Wyvern","Flowstone Wyvern"
"Fool's Tome","Fool's Tome"
"Frog Tongue","Frog Tongue"
"Fugitive Druid","Fugitive Druid"
"Furnace of Rath","Furnace of Rath"
"Fylamarid","Fylamarid"
"Gallantry","Gallantry"
"Gerrard's Battle Cry","Gerrard's Battle Cry"
"Ghost Town","Ghost Town"
"Giant Crab","Giant Crab"
"Goblin Bombardment","Goblin Bombardment"
"Grindstone","Grindstone"
"Hand to Hand","Hand to Hand"
"Hanna's Custody","Hanna's Custody"
"Harrow","Harrow"
"Havoc","Havoc"
"Heart Sliver","Heart Sliver"
"Heartwood Dryad","Heartwood Dryad"
"Heartwood Giant","Heartwood Giant"
"Heartwood Treefolk","Heartwood Treefolk"
"Helm of Possession","Helm of Possession"
"Hero's Resolve","Hero's Resolve"
"Horned Sliver","Horned Sliver"
"Humility","Humility"
"Imps' Taunt","Imps' Taunt"
"Insight","Insight"
"Interdict","Interdict"
"Intuition","Intuition"
"Invulnerability","Invulnerability"
"Jackal Pup","Jackal Pup"
"Jet Medallion","Jet Medallion"
"Jinxed Idol","Jinxed Idol"
"Kezzerdrix","Kezzerdrix"
"Kindle","Kindle"
"Knight of Dawn","Knight of Dawn"
"Knight of Dusk","Knight of Dusk"
"Krakilin","Krakilin"
"Leeching Licid","Leeching Licid"
"Legacy's Allure","Legacy's Allure"
"Legerdemain","Legerdemain"
"Light of Day","Light of Day"
"Lightning Blast","Lightning Blast"
"Lightning Elemental","Lightning Elemental"
"Living Death","Living Death"
"Lobotomy","Lobotomy"
"Lotus Petal","Lotus Petal"
"Lowland Giant","Lowland Giant"
"Maddening Imp","Maddening Imp"
"Magmasaur","Magmasaur"
"Magnetic Web","Magnetic Web"
"Mana Severance","Mana Severance"
"Manakin","Manakin"
"Manta Riders","Manta Riders"
"Marble Titan","Marble Titan"
"Marsh Lurker","Marsh Lurker"
"Master Decoy","Master Decoy"
"Mawcor","Mawcor"
"Maze of Shadows","Maze of Shadows"
"Meditate","Meditate"
"Metallic Sliver","Metallic Sliver"
"Mindwhip Sliver","Mindwhip Sliver"
"Minion of the Wastes","Minion of the Wastes"
"Mirri's Guile","Mirri's Guile"
"Mnemonic Sliver","Mnemonic Sliver"
"Mogg Cannon","Mogg Cannon"
"Mogg Conscripts","Mogg Conscripts"
"Mogg Fanatic","Mogg Fanatic"
"Mogg Hollows","Mogg Hollows"
"Mogg Raider","Mogg Raider"
"Mogg Squad","Mogg Squad"
"Mongrel Pack","Mongrel Pack"
"Mounted Archers","Mounted Archers"
"Muscle Sliver","Muscle Sliver"
"Nature's Revolt","Nature's Revolt"
"No Quarter","No Quarter"
"Nurturing Licid","Nurturing Licid"
"Opportunist","Opportunist"
"Oracle en-Vec","Oracle en-Vec"
"Orim, Samite Healer","Orim, Samite Healer"
"Orim's Prayer","Orim's Prayer"
"Overrun","Overrun"
"Pallimud","Pallimud"
"Patchwork Gnomes","Patchwork Gnomes"
"Pearl Medallion","Pearl Medallion"
"Pegasus Refuge","Pegasus Refuge"
"Perish","Perish"
"Phyrexian Grimoire","Phyrexian Grimoire"
"Phyrexian Hulk","Phyrexian Hulk"
"Phyrexian Splicer","Phyrexian Splicer"
"Pincher Beetles","Pincher Beetles"
"Pine Barrens","Pine Barrens"
"Pit Imp","Pit Imp"
"Precognition","Precognition"
"Propaganda","Propaganda"
"Puppet Strings","Puppet Strings"
"Quickening Licid","Quickening Licid"
"Ranger en-Vec","Ranger en-Vec"
"Rathi Dragon","Rathi Dragon"
"Rats of Rath","Rats of Rath"
"Reality Anchor","Reality Anchor"
"Reanimate","Reanimate"
"Reap","Reap"
"Reckless Spite","Reckless Spite"
"Recycle","Recycle"
"Reflecting Pool","Reflecting Pool"
"Renegade Warlord","Renegade Warlord"
"Repentance","Repentance"
"Respite","Respite"
"Rolling Thunder","Rolling Thunder"
"Root Maze","Root Maze"
"Rootbreaker Wurm","Rootbreaker Wurm"
"Rootwalla","Rootwalla"
"Rootwater Depths","Rootwater Depths"
"Rootwater Diver","Rootwater Diver"
"Rootwater Hunter","Rootwater Hunter"
"Rootwater Matriarch","Rootwater Matriarch"
"Rootwater Shaman","Rootwater Shaman"
"Ruby Medallion","Ruby Medallion"
"Sacred Guide","Sacred Guide"
"Sadistic Glee","Sadistic Glee"
"Safeguard","Safeguard"
"Salt Flats","Salt Flats"
"Sandstone Warrior","Sandstone Warrior"
"Sapphire Medallion","Sapphire Medallion"
"Sarcomancy","Sarcomancy"
"Scabland","Scabland"
"Scalding Tongs","Scalding Tongs"
"Scorched Earth","Scorched Earth"
"Scragnoth","Scragnoth"
"Screeching Harpy","Screeching Harpy"
"Scroll Rack","Scroll Rack"
"Sea Monster","Sea Monster"
"Searing Touch","Searing Touch"
"Seeker of Skybreak","Seeker of Skybreak"
"Segmented Wurm","Segmented Wurm"
"Selenia, Dark Angel","Selenia, Dark Angel"
"Serene Offering","Serene Offering"
"Servant of Volrath","Servant of Volrath"
"Shadow Rift","Shadow Rift"
"Shadowstorm","Shadowstorm"
"Shimmering Wings","Shimmering Wings"
"Shocker","Shocker"
"Sky Spirit","Sky Spirit"
"Skyshroud Condor","Skyshroud Condor"
"Skyshroud Elf","Skyshroud Elf"
"Skyshroud Forest","Skyshroud Forest"
"Skyshroud Ranger","Skyshroud Ranger"
"Skyshroud Troll","Skyshroud Troll"
"Skyshroud Vampire","Skyshroud Vampire"
"Soltari Crusader","Soltari Crusader"
"Soltari Emissary","Soltari Emissary"
"Soltari Foot Soldier","Soltari Foot Soldier"
"Soltari Guerrillas","Soltari Guerrillas"
"Soltari Lancer","Soltari Lancer"
"Soltari Monk","Soltari Monk"
"Soltari Priest","Soltari Priest"
"Soltari Trooper","Soltari Trooper"
"Souldrinker","Souldrinker"
"Spike Drone","Spike Drone"
"Spinal Graft","Spinal Graft"
"Spirit Mirror","Spirit Mirror"
"Spontaneous Combustion","Spontaneous Combustion"
"Squee's Toy","Squee's Toy"
"Stalking Stones","Stalking Stones"
"Starke of Rath","Starke of Rath"
"Static Orb","Static Orb"
"Staunch Defenders","Staunch Defenders"
"Steal Enchantment","Steal Enchantment"
"Stinging Licid","Stinging Licid"
"Storm Front","Storm Front"
"Stun","Stun"
"Sudden Impact","Sudden Impact"
"Tahngarth's Rage","Tahngarth's Rage"
"Talon Sliver","Talon Sliver"
"Telethopter","Telethopter"
"Thalakos Dreamsower","Thalakos Dreamsower"
"Thalakos Lowlands","Thalakos Lowlands"
"Thalakos Mistfolk","Thalakos Mistfolk"
"Thalakos Seer","Thalakos Seer"
"Thalakos Sentry","Thalakos Sentry"
"Thumbscrews","Thumbscrews"
"Time Warp","Time Warp"
"Tooth and Claw","Tooth and Claw"
"Torture Chamber","Torture Chamber"
"Tradewind Rider","Tradewind Rider"
"Trained Armodon","Trained Armodon"
"Trumpeting Armodon","Trumpeting Armodon"
"Twitch","Twitch"
"Unstable Shapeshifter","Unstable Shapeshifter"
"Vec Townships","Vec Townships"
"Verdant Force","Verdant Force"
"Verdigris","Verdigris"
"Vhati il-Dal","Vhati il-Dal"
"Volrath's Curse","Volrath's Curse"
"Wall of Diffusion","Wall of Diffusion"
"Warmth","Warmth"
"Wasteland","Wasteland"
"Watchdog","Watchdog"
"Whim of Volrath","Whim of Volrath"
"Whispers of the Muse","Whispers of the Muse"
"Wild Wurm","Wild Wurm"
"Wind Dancer","Wind Dancer"
"Winds of Rath","Winds of Rath"
"Winged Sliver","Winged Sliver"
"Wood Sage","Wood Sage"
"Worthy Cause","Worthy Cause"
"Acidic Sliver","Acidic Sliver"
"Amok","Amok"
"Awakening","Awakening"
"Bandage","Bandage"
"Bottomless Pit","Bottomless Pit"
"Brush with Death","Brush with Death"
"Bullwhip","Bullwhip"
"Burgeoning","Burgeoning"
"Calming Licid","Calming Licid"
"Cannibalize","Cannibalize"
"Carnassid","Carnassid"
"Change of Heart","Change of Heart"
"Constant Mists","Constant Mists"
"Contemplation","Contemplation"
"Contempt","Contempt"
"Conviction","Conviction"
"Convulsing Licid","Convulsing Licid"
"Corrupting Licid","Corrupting Licid"
"Crossbow Ambush","Crossbow Ambush"
"Crovax the Cursed","Crovax the Cursed"
"Crystalline Sliver","Crystalline Sliver"
"Dauthi Trapper","Dauthi Trapper"
"Death Stroke","Death Stroke"
"Dream Halls","Dream Halls"
"Dream Prowler","Dream Prowler"
"Duct Crawler","Duct Crawler"
"Dungeon Shade","Dungeon Shade"
"Elven Rite","Elven Rite"
"Endangered Armodon","Endangered Armodon"
"Ensnaring Bridge","Ensnaring Bridge"
"Evacuation","Evacuation"
"Fanning the Flames","Fanning the Flames"
"Flame Wave","Flame Wave"
"Flowstone Blade","Flowstone Blade"
"Flowstone Hellion","Flowstone Hellion"
"Flowstone Mauler","Flowstone Mauler"
"Flowstone Shambler","Flowstone Shambler"
"Foul Imp","Foul Imp"
"Furnace Spirit","Furnace Spirit"
"Gliding Licid","Gliding Licid"
"Grave Pact","Grave Pact"
"Hammerhead Shark","Hammerhead Shark"
"Heartstone","Heartstone"
"Heat of Battle","Heat of Battle"
"Hermit Druid","Hermit Druid"
"Hesitation","Hesitation"
"Hibernation Sliver","Hibernation Sliver"
"Hidden Retreat","Hidden Retreat"
"Honor Guard","Honor Guard"
"Horn of Greed","Horn of Greed"
"Hornet Cannon","Hornet Cannon"
"Intruder Alarm","Intruder Alarm"
"Invasion Plans","Invasion Plans"
"Jinxed Ring","Jinxed Ring"
"Lab Rats","Lab Rats"
"Lancers en-Kor","Lancers en-Kor"
"Leap","Leap"
"Lowland Basilisk","Lowland Basilisk"
"Mask of the Mimic","Mask of the Mimic"
"Megrim","Megrim"
"Mind Games","Mind Games"
"Mind Peel","Mind Peel"
"Mindwarper","Mindwarper"
"Mob Justice","Mob Justice"
"Mogg Bombers","Mogg Bombers"
"Mogg Flunkies","Mogg Flunkies"
"Mogg Infestation","Mogg Infestation"
"Mogg Maniac","Mogg Maniac"
"Morgue Thrull","Morgue Thrull"
"Mortuary","Mortuary"
"Mox Diamond","Mox Diamond"
"Mulch","Mulch"
"Nomads en-Kor","Nomads en-Kor"
"Overgrowth","Overgrowth"
"Portcullis","Portcullis"
"Primal Rage","Primal Rage"
"Provoke","Provoke"
"Pursuit of Knowledge","Pursuit of Knowledge"
"Rabid Rats","Rabid Rats"
"Ransack","Ransack"
"Rebound","Rebound"
"Reins of Power","Reins of Power"
"Rolling Stones","Rolling Stones"
"Ruination","Ruination"
"Sacred Ground","Sacred Ground"
"Samite Blessing","Samite Blessing"
"Scapegoat","Scapegoat"
"Seething Anger","Seething Anger"
"Shaman en-Kor","Shaman en-Kor"
"Shard Phoenix","Shard Phoenix"
"Shifting Wall","Shifting Wall"
"Shock","Shock"
"Sift","Sift"
"Silver Wyvern","Silver Wyvern"
"Skeleton Scavengers","Skeleton Scavengers"
"Skyshroud Archer","Skyshroud Archer"
"Skyshroud Falcon","Skyshroud Falcon"
"Skyshroud Troopers","Skyshroud Troopers"
"Sliver Queen","Sliver Queen"
"Smite","Smite"
"Soltari Champion","Soltari Champion"
"Spike Breeder","Spike Breeder"
"Spike Colony","Spike Colony"
"Spike Feeder","Spike Feeder"
"Spike Soldier","Spike Soldier"
"Spike Worker","Spike Worker"
"Spindrift Drake","Spindrift Drake"
"Spined Sliver","Spined Sliver"
"Spirit en-Kor","Spirit en-Kor"
"Spitting Hydra","Spitting Hydra"
"Stronghold Assassin","Stronghold Assassin"
"Stronghold Taskmaster","Stronghold Taskmaster"
"Sword of the Chosen","Sword of the Chosen"
"Temper","Temper"
"Tempting Licid","Tempting Licid"
"Thalakos Deceiver","Thalakos Deceiver"
"Tidal Warrior","Tidal Warrior"
"Torment","Torment"
"Tortured Existence","Tortured Existence"
"Verdant Touch","Verdant Touch"
"Victual Sliver","Victual Sliver"
"Volrath's Gardens","Volrath's Gardens"
"Volrath's Laboratory","Volrath's Laboratory"
"Volrath's Shapeshifter","Volrath's Shapeshifter"
"Volrath's Stronghold","Volrath's Stronghold"
"Walking Dream","Walking Dream"
"Wall of Blossoms","Wall of Blossoms"
"Wall of Essence","Wall of Essence"
"Wall of Razors","Wall of Razors"
"Wall of Souls","Wall of Souls"
"Wall of Tears","Wall of Tears"
"Warrior Angel","Warrior Angel"
"Warrior en-Kor","Warrior en-Kor"
"Youthful Knight","Youthful Knight"
"Abyssal Nightstalker","Abyssal Nightstalker"
"Alaborn Cavalier","Alaborn Cavalier"
"Alaborn Grenadier","Alaborn Grenadier"
"Alaborn Musketeer","Alaborn Musketeer"
"Alaborn Trooper","Alaborn Trooper"
"Alaborn Veteran","Alaborn Veteran"
"Alaborn Zealot","Alaborn Zealot"
"Ancient Craving","Ancient Craving"
"Angel of Fury","Angel of Fury"
"Angel of Mercy","Angel of Mercy"
"Angelic Wall","Angelic Wall"
"Apprentice Sorcerer","Apprentice Sorcerer"
"Armored Galleon","Armored Galleon"
"Armored Griffin","Armored Griffin"
"Barbtooth Wurm","Barbtooth Wurm"
"Bargain","Bargain"
"Bear Cub","Bear Cub"
"Bloodcurdling Scream","Bloodcurdling Scream"
"Brimstone Dragon","Brimstone Dragon"
"Brutal Nightstalker","Brutal Nightstalker"
"Chorus of Woe","Chorus of Woe"
"Coastal Wizard","Coastal Wizard"
"Cruel Edict","Cruel Edict"
"Cunning Giant","Cunning Giant"
"Dakmor Bat","Dakmor Bat"
"Dakmor Plague","Dakmor Plague"
"Dakmor Scorpion","Dakmor Scorpion"
"Dakmor Sorceress","Dakmor Sorceress"
"Dark Offering","Dark Offering"
"Deathcoil Wurm","Deathcoil Wurm"
"Denizen of the Deep","Denizen of the Deep"
"Extinguish","Extinguish"
"Eye Spy","Eye Spy"
"False Summoning","False Summoning"
"Festival of Trokin","Festival of Trokin"
"Foul Spirit","Foul Spirit"
"Goblin Cavaliers","Goblin Cavaliers"
"Goblin Firestarter","Goblin Firestarter"
"Goblin General","Goblin General"
"Goblin Glider","Goblin Glider"
"Goblin Lore","Goblin Lore"
"Goblin Matron","Goblin Matron"
"Goblin Mountaineer","Goblin Mountaineer"
"Goblin Piker","Goblin Piker"
"Goblin Raider","Goblin Raider"
"Goblin War Cry","Goblin War Cry"
"Goblin War Strike","Goblin War Strike"
"Golden Bear","Golden Bear"
"Harmony of Nature","Harmony of Nature"
"Ironhoof Ox","Ironhoof Ox"
"Jagged Lightning","Jagged Lightning"
"Just Fate","Just Fate"
"Kiss of Death","Kiss of Death"
"Lone Wolf","Lone Wolf"
"Lurking Nightstalker","Lurking Nightstalker"
"Lynx","Lynx"
"Magma Giant","Magma Giant"
"Moaning Spirit","Moaning Spirit"
"Nightstalker Engine","Nightstalker Engine"
"Norwood Archers","Norwood Archers"
"Norwood Priestess","Norwood Priestess"
"Norwood Ranger","Norwood Ranger"
"Norwood Riders","Norwood Riders"
"Norwood Warrior","Norwood Warrior"
"Obsidian Giant","Obsidian Giant"
"Ogre Berserker","Ogre Berserker"
"Ogre Taskmaster","Ogre Taskmaster"
"Ogre Warrior","Ogre Warrior"
"Piracy","Piracy"
"Plated Wurm","Plated Wurm"
"Predatory Nightstalker","Predatory Nightstalker"
"Prowling Nightstalker","Prowling Nightstalker"
"Raiding Nightstalker","Raiding Nightstalker"
"Rain of Daggers","Rain of Daggers"
"Rally the Troops","Rally the Troops"
"Ravenous Rats","Ravenous Rats"
"Razorclaw Bear","Razorclaw Bear"
"Remove","Remove"
"Renewing Touch","Renewing Touch"
"Return of the Nightstalkers","Return of the Nightstalkers"
"Righteous Charge","Righteous Charge"
"Righteous Fury","Righteous Fury"
"River Bear","River Bear"
"Salvage","Salvage"
"Screeching Drake","Screeching Drake"
"Sea Drake","Sea Drake"
"Sleight of Hand","Sleight of Hand"
"Steam Catapult","Steam Catapult"
"Steam Frigate","Steam Frigate"
"Swarm of Rats","Swarm of Rats"
"Sylvan Basilisk","Sylvan Basilisk"
